C0,C1,C2,C3,C4,C5,C6,class
0.9706959706959706,0.19169960474308304,0.5721618053996441,2.616885395454057,0.5613409415121255,0.8421052631578951,0.28301886792452835,1
0.7802197802197801,0.20553359683794467,0.22154509219281707,2.4575582007818855,0.5506419400855921,0.5710526315789473,0.2452830188679245,1
0.6959706959706959,0.32015810276679846,0.511421796586728,2.713759961876108,0.6469329529243938,0.560526315789474,0.320754716981132,1
0.7985347985347986,0.23913043478260873,0.5484215738130512,2.815248650822972,0.8573466476462198,0.8789473684210525,0.20754716981132074,1
0.6080586080586081,0.36561264822134387,0.7252183854736768,2.5041603718440237,0.3259629101283881,0.5815789473684214,0.49056603773584906,1
0.5787545787545789,0.20158102766798422,0.4250624998852443,2.729652214847009,0.8359486447931527,0.8342105263157893,0.39622641509433965,1
0.8461538461538463,0.22332015810276687,0.31796617554772433,2.4331316457848624,0.7218259629101285,0.8842105263157896,0.320754716981132,1
0.8461538461538463,0.2786561264822135,0.5949698022037353,2.3967483315339133,0.725392296718973,0.797368421052632,0.339622641509434,1
0.5787545787545789,0.17786561264822134,0.2708591357949891,2.5833834591928166,0.5470756062767476,1.0,0.3018867924528301,1
0.8351648351648351,0.12055335968379452,0.4573661239094224,2.624459137059684,0.5470756062767476,0.7447368421052629,0.16981132075471697,1
0.6959706959706959,0.2806324110671937,0.43087787300677605,2.729555323839623,0.8787446504992867,0.8078947368421052,0.16981132075471697,1
0.5677655677655677,0.14624505928853757,0.3477467657664882,2.3624903558797556,0.7146932952924394,0.8131578947368419,0.2452830188679245,1
0.5970695970695972,0.1956521739130435,0.3741806045331196,2.5062163634057186,0.7432239657631955,0.7157894736842105,0.3018867924528301,1
0.5347985347985347,0.1956521739130435,0.2290614986466933,2.8619972631091644,0.6219686162624822,0.9789473684210526,0.5660377358490566,1
0.6336996336996337,0.22332015810276687,0.37352862257013114,2.877652891526414,0.9051355206847361,0.8815789473684212,0.3018867924528301,1
0.5897435897435896,0.2114624505928854,0.5651566590175544,2.565128508433673,0.7360912981455064,0.6842105263157898,0.320754716981132,1
0.5054945054945055,0.233201581027668,0.6608984258525066,2.6148815731636996,0.7146932952924394,0.8605263157894738,0.37735849056603776,1
0.4761904761904761,0.1640316205533597,0.6089087017771303,2.680924462830519,0.6077032810271041,0.736842105263158,0.5094339622641509,1
0.5677655677655677,0.16798418972332022,0.6060829919132439,2.8634862661858818,1.0,0.831578947368421,0.3584905660377359,1
0.7655677655677655,0.46640316205533605,0.48515248142125933,2.5366819931034055,0.40442225392296727,0.6868421052631581,0.07547169811320756,1
0.8937728937728937,0.17588932806324112,0.5460716783392564,2.6618659399269684,0.35805991440798857,0.797368421052632,0.20754716981132074,1
0.8241758241758241,0.6047430830039526,0.5088677804390616,2.3984815503763377,0.35092724679029963,0.5,0.22641509433962262,1
1.0,0.2213438735177866,0.3963362595538572,2.5177999076265376,0.5399429386590585,0.7052631578947373,0.26415094339622647,1
0.8644688644688645,0.16996047430830044,0.4114637734984423,2.370472522083393,0.5256776034236805,0.47894736842105257,0.2452830188679245,1
0.9340659340659341,0.2114624505928854,0.5141342955016805,2.448450722319386,0.40442225392296727,0.6499999999999999,0.28301886792452835,1
0.7069597069597071,0.258893280632411,0.9553274591768212,2.498855266584551,0.3937232524964337,0.5315789473684216,0.641509433962264,1
0.7142857142857144,0.20355731225296445,0.3635787317634187,2.5172180989238573,0.6540656205420827,0.6210526315789475,0.39622641509433965,1
0.5494505494505495,0.19367588932806326,0.29099985276898566,2.300721896103835,0.7182596291012839,0.5973684210526318,0.26415094339622647,1
0.7802197802197801,0.22924901185770755,0.604425967770511,2.610053590771627,0.4543509272467904,0.7473684210526317,0.4528301886792453,1
0.8498168498168497,0.1857707509881423,0.31309237732527817,2.4184307529213855,0.5399429386590585,0.7868421052631578,0.2452830188679245,1
0.5274725274725274,0.15019762845849807,0.663258505857403,2.7132857757300943,0.7182596291012839,0.7105263157894739,0.3018867924528301,1
0.5897435897435896,0.18181818181818185,0.5304714837928461,2.6354571248090974,0.8823109843081313,0.6710526315789473,0.16981132075471697,1
0.5860805860805862,0.2154150197628459,0.40057053886494554,2.489473565062233,0.5078459343794579,0.6973684210526314,0.5471698113207547,1
0.6336996336996337,0.15612648221343875,0.7446612250232648,2.5302379675062046,0.6825962910128388,0.7184210526315788,0.6981132075471698,1
0.5860805860805862,0.20948616600790518,0.5565418823962917,2.392574103847573,0.5827389443651926,0.6526315789473687,0.3018867924528301,1
0.8058608058608059,0.2114624505928854,0.4966591524096663,2.5539045077772022,0.4579172610556348,0.6447368421052633,0.2452830188679245,1
