C0,C1,class
2.20079258732003,0.4494315635059696,1
1.6685343271665585,0.23646143188949106,1
1.8988699457902931,0.7325292367874171,1
2.437957933412673,0.5587180636485882,1
1.540792644609051,0.9016951224481481,1
2.217074965113094,0.43869442972983985,1
1.824390307582938,0.42950572511307605,1
1.8882815836494482,0.6394808687502548,1
1.8264918965525956,0.35312334460698425,1
1.9245808781260256,0.3989038751477121,1
2.3714403034585354,0.6620757100362659,1
1.6523567248055795,0.46583268815451706,1
1.8020457205233882,0.474002689376961,1
2.1828488570488775,0.2368892873151053,1
2.3974558405641777,0.29548510655637505,1
1.9257208865239719,0.5516686361598957,1
2.0595180220267726,0.7177376635018948,1
1.9697348738599152,0.6485677030275866,1
2.441307516682877,0.4721079010635264,1
1.8685591098278365,0.7035165641171917,1
2.048463440440838,0.4542398435271586,1
1.4559507918371595,1.0171142170245713,1
1.919137728175692,0.5306222240332507,1
1.5002828505821033,0.5410944949268571,1
1.6297017001519714,0.6959985330671122,1
1.6451264514922634,1.0011613218695246,1
1.8039797590908266,0.48706246689213983,1
1.4653409974079603,0.5235727965445581,1
1.8538428635406412,0.6828572592803879,1
1.5457845438431683,0.46412126645205987,1
1.9438673765795103,0.7635996903141682,1
2.076404360591416,0.6199625117150892,1
1.6164186280396529,0.5556212053298563,1
1.8212580256652937,0.6148893688113768,1
1.5970736696342365,0.6424758567295547,1
1.7699609651631663,0.7217717289434008,1
1.526057601050162,0.4304429322358502,1
1.4156342396667356,0.5612851962022737,1
1.4984484088753234,0.4027749480461269,1
1.9699716689792013,0.7763131086752781,1
1.874165402574925,0.48035939855751597,1
1.6529378908335273,1.0190653336433386,1
2.1491583805598937,0.45407685098406747,1
1.4127631216595273,0.9959863086263805,1
1.6915249778974826,0.5334542194694594,1
1.7513429150967306,1.08000896458987,1
2.1358465049260844,0.8415916221832851,1
1.9455268980459661,0.46412126645205987,1
1.7435463441894363,0.6756448392486044,1
2.1838997889159923,0.5461676378305692,1
1.7639790151163042,0.28843567906768264,1
1.9870258206871059,0.5200480828002119,1
2.2289721894816568,0.37486247504176695,1
1.904362475215698,0.5643005582494602,1
1.862556041739455,0.4827635385681105,1
1.78836400861726,0.7059614522635589,1
1.9277933087875598,0.48353775314779357,1
1.8955110769665215,0.5626706328185487,1
2.129415539875832,0.450796626054358,1
0.3851706590491451,0.03952569169960474,2
0.38918509076224694,0.3494967605232061,2
0.2994420768907451,0.44211727313475424,2
0.9689559349963711,0.4002557544757033,2
1.2740172297002468,0.5048825854452453,2
0.6568746047210141,0.5733058962552463,2
1.2196587642100474,0.47948331363840113,2
1.354775988482017,0.23517786561264806,2
1.115677932822869,0.3844454777958614,2
0.4172659770260139,0.36942259891609963,2
0.9357085216513987,0.297488956056731,2
0.5297831091039489,0.6264822134387351,2
1.4360418451404136,0.8527086724017668,2
0.92766984670145,0.6524064171122995,2
2.019067468926442,0.8468960706812371,2
1.2915494219251629,0.5718437572657521,2
0.7420776881307402,0.5036469581516646,2
0.9873280589352335,0.21878632876075318,2
0.6823769093210637,0.8063444847398232,2
1.0683353363231778,0.2659019599853307,2
1.306953812331221,1.174726807719135,2
1.0751910260385928,0.37781911183445704,2
1.340318686062165,0.6341428629640194,2
0.8859277717927359,0.6920483608463147,2
0.3764284844246316,1.129969774471053,2
1.0568845443843535,0.4110875677437757,2
1.0768357480120667,0.42887412900859784,2
0.7501688511165882,0.6799581492676121,2
0.9740950849096692,0.8575912578470123,2
0.8501849963001856,0.8278798744957421,2
0.9630622085824316,0.6192745873052777,2
0.6282204113295059,0.6226315146082068,2
0.6419996308284123,0.7190188328295745,2
0.4282185684775655,0.6374099046733316,2
1.1185442711645408,0.7944867772299418,2
1.0910879023519156,0.6284788720916018,2
1.5286553049001639,0.587139888350108,2
0.6631698185524212,0.8345829428303656,2
1.112872190993629,0.41076158265759344,2
1.4872238552425665,0.4609393164380376,2
1.2581356895917113,0.8616804531192698,2
1.2026868326546507,0.44664031620553346,2
0.8182004965610541,0.40734712857475,2
1.067387823914848,0.8740271382584248,2
0.8637028214607937,0.47175075563822355,2
1.1603966959211902,0.5272029760520808,2
0.7499566385226739,0.8443385259242034,2
1.0434600224528405,0.6020692862125087,2
0.6697318105219737,0.6915833527086723,2
0.9157886464755043,0.4188560799813995,2
1.3938756949273146,0.6050894421580214,2
1.1958021751938754,0.8388746803069055,2
0.9885361683773395,0.7671471750755637,2
0.7061029569167722,0.8679352919603929,2
0.8137562853475646,0.5360824742268042,2
1.0803113063236436,0.7380841664729132,2
0.8224099850619536,0.6013717740060452,2
0.9377838267158816,0.4811671704254824,2
1.0410412852037687,0.6157870262729597,2
0.30890703684856496,0.8099710688236014,2
0.9508806894101046,0.8738665426644966,2
1.3265460594457832,0.8125993235809462,2
1.8019462453651802,1.181573693003545,2
1.0552207613688247,1.4618693327133223,2
1.184788604039391,1.4117647058823528,2
1.3234975568607779,1.2416160710647488,2
1.1430175180155557,0.7137874912810973,2
1.119511367218638,0.6534526854219948,2
0.7602349926367374,1.0340618460823063,2
1.010998130970282,0.6785631248546848,2
0.7741188647290037,1.2490118577075098,2
0.3426781450666876,0.5019966586528667,3
0.346370577976141,0.9292001140947803,3
0.25556205288986583,0.8664264124622181,3
0.325809842443974,1.0900953266682165,3
0.05890557715162013,0.4544843323417954,3
0.08012209842170194,0.7471374434619616,3
0.030949825061916417,1.3226437390489387,3
0.06647044541181613,1.627179725645199,3
0.04487439209306195,1.0070913740990466,3
0.10367908061510688,1.1071843757265751,3
0.06741195289617077,0.9451733833177134,3
