C0,C1,C2,C3,class
1.627643076655437,0.4494315635059696,0.28301886792452835,0.6574213164836478,1
1.1764221025612658,0.23646143188949106,0.2452830188679245,0.6291734356895126,1
1.3346425418692536,0.7325292367874171,0.320754716981132,0.48553419516236107,1
1.8752816940729855,0.5587180636485882,0.20754716981132074,0.30956407821865,1
1.0969833589247278,0.9016951224481481,0.49056603773584906,0.4572053657377889,1
1.6581478236146001,0.43869442972983985,0.39622641509433965,0.18940888089217556,1
1.315021021704262,0.42950572511307605,0.320754716981132,0.5466388470519961,1
1.4115400486207814,0.6394808687502548,0.339622641509434,0.5896624683920355,1
1.3123018885927331,0.35312334460698425,0.3018867924528301,0.2442835889934868,1
1.3537486199559539,0.3989038751477121,0.16981132075471697,0.4577128861797445,1
1.6614408258363795,0.6620757100362659,0.16981132075471697,0.3878401948031012,1
1.1281771442692592,0.46583268815451706,0.2452830188679245,0.30966425646684326,1
1.2064187578605885,0.474002689376961,0.3018867924528301,0.3332291084760998,1
1.406174738345734,0.2368892873151053,0.5660377358490566,0.19066345306690186,1
1.756762127986813,0.29548510655637505,0.3018867924528301,0.16583094320205854,1
1.3740756466005226,0.5516686361598957,0.320754716981132,0.23829756854725392,1
1.519751377615097,0.7177376635018948,0.37735849056603776,0.14424966985592086,1
1.3886421542612808,0.6485677030275866,0.5094339622641509,0.14171948642938392,1
1.8639247857699488,0.4721079010635264,0.3584905660377359,0.041288111325833765,1
1.3206422093549999,0.7035165641171917,0.07547169811320756,0.541699434330115,1
1.4663888901406077,0.4542398435271586,0.20754716981132074,0.5964606070834737,1
1.01082437535173,1.0171142170245713,0.22641509433962262,0.686803810523947,1
1.3476909909629153,0.5306222240332507,0.26415094339622647,0.8483563858451589,1
1.0160861348430477,0.5410944949268571,0.2452830188679245,0.7561744509606914,1
1.1131946345535646,0.6959985330671122,0.28301886792452835,0.8098338521546713,1
1.1631499693909617,1.0011613218695246,0.641509433962264,0.6026396063669281,1
1.2442465738871078,0.48706246689213983,0.39622641509433965,0.5277579614565425,1
0.9724034717113726,0.5235727965445581,0.26415094339622647,0.41336064465442945,1
1.2968067644703805,0.6828572592803879,0.4528301886792453,0.5748847703401322,1
1.1146380786760794,0.46412126645205987,0.2452830188679245,0.6202093412844265,1
1.3590944071569233,0.7635996903141682,0.3018867924528301,0.25950953124475656,1
1.4981437394726165,0.6199625117150892,0.16981132075471697,0.2679589660683606,1
1.1156973932339995,0.5556212053298563,0.5471698113207547,0.43375437806909,1
