C0,C1,C2,C3,C4,C5,class
1.5306856732741236,0.4494315635059696,0.28301886792452835,0.6574213164836478,0.22046908731779513,0.6195652173913043,1
1.1531091374332514,0.23646143188949106,0.2452830188679245,0.6291734356895126,0.19827175918759254,0.32608695652173914,1
1.3665423065164335,0.7325292367874171,0.320754716981132,0.48553419516236107,0.19589184610913568,0.3369565217391305,1
1.8266410510751583,0.5587180636485882,0.20754716981132074,0.30956407821865,0.3983766490988998,0.46739130434782605,1
0.9852216099337524,0.9016951224481481,0.49056603773584906,0.4572053657377889,0.4165259340865813,0.5217391304347826,1
1.5901967796660008,0.43869442972983985,0.39622641509433965,0.18940888089217556,0.25399534391496414,0.4565217391304349,1
1.354372651776976,0.42950572511307605,0.320754716981132,0.5466388470519961,0.019033210291953928,0.28260869565217395,1
1.3426674180973985,0.6394808687502548,0.339622641509434,0.5896624683920355,0.05102039222913313,0.5543478260869567,1
1.3018399464635673,0.35312334460698425,0.3018867924528301,0.2442835889934868,0.27703067066907566,0.2934782608695653,1
1.3670209318487452,0.3989038751477121,0.16981132075471697,0.4577128861797445,0.30809953478917856,0.30434782608695665,1
1.6494619776917863,0.6620757100362659,0.16981132075471697,0.3878401948031012,0.09292947107885807,0.3804347826086957,1
1.1189236231573352,0.46583268815451706,0.2452830188679245,0.30966425646684326,-0.003128734972021639,0.2717391304347826,1
1.245766886534586,0.474002689376961,0.3018867924528301,0.3332291084760998,0.07925194128730234,0.2065217391304348,1
1.5025999597242055,0.2368892873151053,0.5660377358490566,0.2371049350545859,0.33882008010149084,0.2282608695652174,1
1.7907434640310538,0.29548510655637505,0.3018867924528301,0.16583094320205854,0.20864973915650342,0.34782608695652184,1
1.2936961956839104,0.5516686361598957,0.320754716981132,0.23829756854725392,0.1712954085547399,0.4565217391304349,1
1.3988539294509617,0.7177376635018948,0.37735849056603776,0.14424966985592086,0.1817964862833758,0.5434782608695653,1
