C0,C1,C2,C3,C4,class
1.5662656884816009,0.4494315635059696,0.28301886792452835,0.6574213164836478,0.5930599369085173,1
1.2060237835890963,0.23646143188949106,0.2452830188679245,0.6291734356895126,0.2744479495268139,1
1.3662814387702793,0.7325292367874171,0.320754716981132,0.48553419516236107,0.7570977917981072,1
1.8904106934000076,0.5587180636485882,0.20754716981132074,0.30956407821865,0.5583596214511042,1
1.0679877225366707,0.9016951224481481,0.49056603773584906,0.4572053657377889,0.444794952681388,1
1.6862128304981847,0.43869442972983985,0.39622641509433965,0.18940888089217556,0.49211356466876965,1
1.412192769685349,0.42950572511307605,0.320754716981132,0.5466388470519961,0.49526813880126186,1
1.4441879642960842,0.6394808687502548,0.339622641509434,0.5896624683920355,0.26498422712933756,1
1.3662352338414157,0.35312334460698425,0.3018867924528301,0.2442835889934868,0.49526813880126186,1
1.3927375634679833,0.3989038751477121,0.16981132075471697,0.4577128861797445,0.4542586750788644,1
1.68753240967793,0.6620757100362659,0.16981132075471697,0.3878401948031012,0.6214511041009463,1
1.182307755819207,0.46583268815451706,0.2452830188679245,0.30966425646684326,0.3659305993690852,1
1.2934892160242633,0.474002689376961,0.3018867924528301,0.3332291084760998,0.44164037854889593,1
1.5383730790673456,0.2368892873151053,0.5660377358490566,0.19066345306690186,0.7570977917981072,1
1.838854024869906,0.29548510655637505,0.3018867924528301,0.16583094320205854,0.804416403785489,1
1.3805014125111534,0.5516686361598957,0.320754716981132,0.23829756854725392,0.3312302839116719,1
1.4832575357960232,0.7177376635018948,0.37735849056603776,0.14424966985592086,0.49211356466876965,1
1.3269421348430577,0.6485677030275866,0.5094339622641509,0.14171948642938392,0.41324921135646686,1
1.9134581571377933,0.4721079010635264,0.3584905660377359,0.041288111325833765,0.4574132492113565,1
1.2914967863472357,0.7035165641171917,0.07547169811320756,0.541699434330115,0.3943217665615142,1
1.39993017553443,0.4542398435271586,0.20754716981132074,0.5964606070834737,0.5331230283911672,1
1.036202987153618,1.0171142170245713,0.22641509433962262,0.686803810523947,0.49526813880126186,1
1.4280285924798912,0.5306222240332507,0.26415094339622647,0.8483563858451589,0.40378548895899047,1
1.062267741628843,0.5410944949268571,0.2452830188679245,0.7561744509606914,0.3312302839116719,1
1.1737206338475585,0.6959985330671122,0.30057381832328345,0.8098338521546713,0.3943217665615142,1
1.1063529409078672,1.0011613218695246,0.641509433962264,0.6026396063669281,0.4763406940063091,1
1.3202898056285863,0.48706246689213983,0.39622641509433965,0.5277579614565425,0.32807570977917977,1
1.0166608533916999,0.5235727965445581,0.26415094339622647,0.41336064465442945,0.2965299684542587,1
1.327063985100857,0.6828572592803879,0.4528301886792453,0.5748847703401322,0.42586750788643535,1
1.1862308726500095,0.46412126645205987,0.2452830188679245,0.6202093412844265,0.49526813880126186,1
1.3834936053436406,0.7635996903141682,0.3994255402059004,0.25950953124475656,0.6214511041009463,1
1.4820357304750307,0.6199625117150892,0.16981132075471697,0.2679589660683606,0.48580441640378547,1
1.1359327984982572,0.5556212053298563,0.5471698113207547,0.43375437806909,0.49211356466876965,1
