C0,C1,C2,class
1.6687181540246998,0.4494315635059696,0.28301886792452835,1
1.309839847042776,0.23646143188949106,0.2452830188679245,1
1.4921765937418572,0.7325292367874171,0.320754716981132,1
1.9732687800880215,0.5587180636485882,0.20754716981132074,1
1.1763131542962388,0.9016951224481481,0.49056603773584906,1
1.7983079006080078,0.43869442972983985,0.39622641509433965,1
1.4761188822418636,0.42950572511307605,0.320754716981132,1
1.4784025760096446,0.6394808687502548,0.339622641509434,1
1.4849636332128588,0.35312334460698425,0.3018867924528301,1
1.5175792543600848,0.3989038751477121,0.16981132075471697,1
1.8143267704653687,0.6620757100362659,0.16981132075471697,1
1.3049208699216204,0.46583268815451706,0.2452830188679245,1
1.4341834853977282,0.474002689376961,0.3018867924528301,1
1.7398906894261459,0.2368892873151053,0.5660377358490566,1
1.8976882601622582,0.29548510655637505,0.3018867924528301,1
1.5230490804641705,0.5516686361598957,0.320754716981132,1
1.6153956415967754,0.7177376635018948,0.37735849056603776,1
1.5145916515849591,0.6485677030275866,0.5094339622641509,1
1.9928733162387497,0.4721079010635264,0.3584905660377359,1
1.3963973206360814,0.7035165641171917,0.07547169811320756,1
1.5200406691968782,0.4542398435271586,0.20754716981132074,1
1.1056402890471688,1.0171142170245713,0.22641509433962262,1
1.485109849995761,0.5306222240332507,0.26415094339622647,1
1.175159351013995,0.5410944949268571,0.2452830188679245,1
1.247325193718268,0.6959985330671122,0.28301886792452835,1
1.2545057834743802,1.0011613218695246,0.641509433962264,1
1.4608705221290224,0.48706246689213983,0.39622641509433965,1
1.1474031960790099,0.5235727965445581,0.26415094339622647,1
1.4267608213029,0.6828572592803879,0.4528301886792453,1
1.2599831754371602,0.46412126645205987,0.2452830188679245,1
1.6170410126597068,0.7635996903141682,0.3018867924528301,1
1.6559764445939884,0.6199625117150892,0.16981132075471697,1
1.2673723001222499,0.5556212053298563,0.5471698113207547,1
1.52481117140964,0.6148893688113768,0.6981132075471698,1
1.2287866800554694,0.6424758567295547,0.3018867924528301,1
1.3385429622887781,0.7217717289434008,0.2452830188679245,1
1.1690340079977526,0.4304429322358502,0.39622641509433965,1
1.118355676293815,0.5612851962022737,0.3018867924528301,1
1.1484131326145883,0.4027749480461269,0.28301886792452835,1
1.529512433858879,0.7763131086752781,0.1320754716981132,1
1.4420556796459512,0.48035939855751597,0.39622641509433965,1
1.2851916457898294,1.0353286337150076,0.26415094339622647,1
1.6750287578044973,0.45407685098406747,0.07547169811320756,1
1.1292836399741666,0.9959863086263805,0.3584905660377359,1
1.3081518157519625,0.5334542194694594,0.28301886792452835,1
1.4584578875356489,1.08000896458987,0.320754716981132,1
1.6542114806106314,0.8415916221832851,0.26415094339622647,1
1.5173611547569208,0.46412126645205987,0.1509433962264151,1
1.3869924994603051,0.6756448392486044,0.3584905660377359,1
1.7022283838653156,0.5461676378305692,0.3584905660377359,1
1.3819750763055851,0.28843567906768264,0.07547169811320756,1
1.5352085901216204,0.5200480828002119,0.16981132075471697,1
1.7799536676208647,0.37486247504176695,0.3584905660377359,1
1.5411632137516595,0.5643005582494602,0.49056603773584906,1
1.3983169035589116,0.4827635385681105,0.1509433962264151,1
1.3761744401719267,0.7059614522635589,0.1320754716981132,1
1.4971621584105155,0.48353775314779357,0.2452830188679245,1
1.512133063314349,0.5626706328185487,0.339622641509434,1
1.6636642748393156,0.450796626054358,0.11320754716981132,1
0.11607154075208438,0.03952569169960474,0.28301886792452835,2
0.2528248539705352,0.3494967605232061,0.9433962264150944,2
0.18635326599214858,0.44211727313475424,0.7547169811320755,2
0.7581925746552374,0.4822338128030642,0.3584905660377359,2
0.9699334482570053,0.5100647895358787,0.11320754716981132,2
0.5259713717970256,0.5733058962552463,0.6037735849056604,2
0.9537608017580833,0.47948331363840113,0.4528301886792453,2
1.0804277555252215,0.2801638075058066,0.2452830188679245,2
0.7985586469546234,0.5488977629273462,0.26415094339622647,2
0.45083876639781983,0.36942259891609963,0.7924528301886793,2
0.5904725813734211,0.4085204351900902,0.01886792452830191,2
0.27129881033169917,0.6770913980685384,0.4528301886792453,2
1.1090102590601634,0.8944419542805917,0.1509433962264151,2
0.7347003291138785,0.872539831302718,0.26415094339622647,2
1.4501206060811789,1.183794466403162,0.1509433962264151,2
0.9676005391502946,0.6052524347011126,0.0,2
0.4966114375692136,0.5036469581516646,0.39622641509433965,2
0.7073149529291998,0.30997106882360137,0.20754716981132074,2
0.4576386849159204,0.8063444847398232,0.5660377358490566,2
0.7743401094628796,0.2659019599853307,0.4150943396226414,2
1.0139851034216176,1.2577523328307731,0.5660377358490566,2
0.7782818887177566,0.4685628132512938,0.320754716981132,2
0.983413979109296,0.6341428629640194,0.2452830188679245,2
0.6296593625463554,0.7677967482987653,0.5094339622641509,2
0.3396588063784374,1.2300028523695041,0.9056603773584904,2
0.8011893217980091,0.4110875677437757,0.16981132075471697,2
0.7699644109704656,0.42887412900859784,0.320754716981132,2
0.5948642555331239,0.8008027382747239,0.5660377358490566,2
0.6557882647000601,0.9776088993928529,0.5094339622641509,2
0.6956962949226669,0.8278798744957421,0.660377358490566,2
0.6799296803364312,0.7867038832973392,0.5471698113207547,2
0.5264054930710803,0.6226315146082068,0.7358490566037735,2
0.4398270331413051,0.7398027790228598,0.6981132075471698,2
0.48819093996259644,0.6767450389144696,0.8490566037735847,2
0.815196230372065,0.7944867772299418,0.22641509433962262,2
0.797811173790054,0.6284788720916018,0.07547169811320756,2
1.1583156951553855,0.587139888350108,0.3584905660377359,2
0.34379911544182934,0.8345829428303656,0.01886792452830191,2
0.8405657626497555,0.41076158265759344,0.3018867924528301,2
1.0815791379789184,0.47243388614970866,0.20754716981132074,2
0.9597928516111177,0.8616804531192698,0.6037735849056604,2
0.8620876188786435,0.6204922374801354,0.2452830188679245,2
0.510966319597253,0.525793569944175,0.3018867924528301,2
0.8536266648351357,0.8740271382584248,0.39622641509433965,2
0.5982290231473342,0.6524387759260013,0.4528301886792453,2
0.8459672561123985,0.7059614522635589,0.3584905660377359,2
0.6989432008482801,0.9453363758608044,1.0,2
0.747234997618468,0.628641864634693,0.4528301886792453,2
0.6359963903789703,0.8130068049386742,0.660377358490566,2
0.7464911309791988,0.5416853428955626,0.49056603773584906,2
1.0320884051504058,0.6050894421580214,0.3018867924528301,2
0.9422432337496789,1.0516482620920093,0.20754716981132074,2
0.7928394929017342,0.8700745690884644,0.2452830188679245,2
0.624570075109769,0.8679352919603929,0.8867924528301885,2
0.7141007506597142,0.5360824742268042,0.5471698113207547,2
0.8592867790887908,0.7418605598793856,0.5660377358490566,2
0.634529449972238,0.7140295831465711,0.7358490566037735,2
0.6332659737757628,0.6700419705798462,0.320754716981132,2
0.7638709667511261,0.7853388207489508,0.39622641509433965,2
0.2970210972468472,0.8099710688236014,0.5660377358490566,2
0.6579639514572746,0.9646102440813333,0.4528301886792453,2
1.0180591071521738,0.8125993235809462,0.3584905660377359,2
1.0346286638735507,1.181573693003545,0.641509433962264,2
0.832375056626927,1.5488366407236869,0.5660377358490566,2
1.0193350504733931,1.5618556701030928,0.320754716981132,2
0.9762504632640177,1.2416160710647488,0.1509433962264151,2
0.9311045201654314,0.8167148852939979,0.4528301886792453,2
0.9632166979988763,0.7179821523165315,0.49056603773584906,2
0.7928993401241035,1.197383969683387,0.8490566037735847,2
0.8194392188093889,0.892384173424066,0.5094339622641509,2
0.6586024294799311,1.291186178232346,0.5471698113207547,2
